0,0
1,2
4,1
5,2
6,2
7,2
8,1
9,0
11,1
12,1
13,0
14,1
16,1
17,0
18,2
19,0
20,0
21,0
22,1
23,0
24,1
25,1
26,0
27,0
28,1
29,1
30,0
32,1
33,0
34,1
35,0
36,1
37,0
38,1
39,2
40,0
41,0
42,1
43,1
44,1
45,1
46,0
47,1
48,0
49,0
50,0
51,0
52,1
53,1
54,1
55,0
58,0
59,0
60,0
61,2
62,0
64,0
65,0
66,1
67,0
68,1
69,0
71,1
72,1
73,2
74,1
75,1
76,0
77,0
78,1
79,0
80,1
81,1
82,0
83,2
84,1
85,0
86,1
87,0
88,2
89,0
90,2
91,1
92,2
93,1
94,1
95,0
96,2
97,2
99,1
100,1
101,0
102,0
103,0
104,0
105,2
106,0
107,1
108,2
109,1
110,0
111,2
112,0
113,0
114,1
115,0
116,2
118,2
119,1
120,2
121,1
123,1
124,1
125,1
126,1
127,0
129,0
130,1
131,0
132,1
133,1
135,1
136,2
137,1
138,2
139,1
140,0
141,0
142,2
143,2
145,1
146,0
147,1
149,2
150,0
151,0
152,0
153,1
154,1
155,1
156,1
157,1
158,1
159,0
160,0
161,0
162,1
163,0
164,0
165,1
166,0
167,0
168,0
169,1
170,1
171,0
173,1
174,2
176,0
178,0
180,0
181,1
182,1
183,0
184,1
185,0
186,1
187,0
188,1
189,1
190,1
191,2
192,1
193,0
194,1
195,1
198,0
199,1
200,0
201,2
202,0
203,1
204,0
205,1
206,0
207,0
208,0
209,0
210,1
212,1
213,0
214,1
215,1
217,1
218,1
219,1
220,0
221,0
222,0
223,1
224,0
225,1
226,0
227,1
228,0
229,2
230,1
231,2
232,1
233,0
234,0
235,0
236,0
237,0
239,1
240,1
242,0
243,1
244,1
245,0
246,0
247,0
248,0
249,1
250,0
251,1
252,0
253,1
254,0
255,1
256,0
257,1
258,1
259,2
260,0
261,1
262,0
263,0
264,1
265,0
266,1
267,0
268,1
269,0
270,0
271,0
273,1
274,0
275,1
276,0
278,2
279,0
280,2
281,0
282,1
283,0
284,1
285,1
287,1
288,1
290,0
291,0
292,0
293,2
294,0
295,0
296,2
297,2
298,2
299,1
300,2
301,0
302,0
303,1
304,0
305,0
308,0
309,0
311,1
312,0
313,2
314,0
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,0
324,0
326,0
327,0
328,1
329,2
330,1
331,0
332,0
333,1
334,1
335,1
336,0
337,1
338,2
339,0
340,1
341,0
342,0
343,0
344,1
345,1
346,0
347,0
348,0
349,0
350,1
351,2
352,2
353,2
355,0
356,1
357,2
358,2
359,0
360,0
361,0
362,2
363,1
364,0
365,1
366,0
367,0
368,1
369,1
370,1
371,1
372,0
373,0
374,0
375,0
376,1
377,1
378,1
380,1
381,0
382,0
383,1
384,1
385,0
386,1
388,1
389,0
390,2
391,1
392,0
393,0
394,0
395,1
396,1
397,0
398,1
399,1
400,0
401,2
402,2
403,0
405,1
406,1
407,0
408,0
409,1
410,0
411,0
412,1
413,0
414,2
415,0
416,2
417,2
419,0
420,0
421,0
422,1
423,0
424,1
425,2
426,0
427,1
428,0
429,1
430,1
431,1
432,1
433,0
434,1
435,0
436,0
437,2
438,1
439,1
440,2
441,0
442,0
443,1
444,1
445,0
446,0
447,1
448,1
449,0
450,0
451,0
453,1
454,1
455,1
456,1
457,1
458,1
459,0
460,1
461,1
462,1
463,0
464,0
465,0
466,1
467,1
468,1
469,0
470,2
471,0
472,2
473,2
474,2
475,0
476,0
478,0
479,1
480,0
481,2
482,1
483,0
484,0
485,1
486,1
488,0
489,0
490,0
491,0
492,2
493,1
494,1
495,0
496,0
497,1
498,2
499,1
500,2
501,1
502,0
504,1
505,1
506,0
507,1
508,2
509,1
510,1
511,1
512,0
513,1
515,1
516,0
517,1
518,0
519,0
520,2
521,1
522,0
523,1
524,1
525,2
526,1
527,1
528,0
529,0
530,1
531,0
532,2
533,0
534,2
535,0
536,1
537,0
538,0
540,0
541,0
542,2
543,0
544,0
545,0
546,1
547,0
548,1
549,1
550,0
551,2
552,0
553,0
554,1
555,0
557,0
558,1
560,0
561,0
562,0
563,1
564,1
565,0
566,1
567,1
568,0
569,0
571,1
572,1
573,0
575,0
576,0
577,1
579,1
580,1
581,1
582,0
583,2
584,0
585,0
586,1
587,0
588,0
589,1
590,0
591,1
592,0
593,1
594,1
595,0
597,0
598,0
600,1
601,0
602,0
603,0
604,1
605,1
606,2
607,1
608,0
610,0
611,1
612,1
613,1
614,0
615,0
616,2
618,0
619,1
620,1
621,0
623,1
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,1
633,1
634,0
635,1
636,0
638,1
640,0
641,1
642,0
643,0
644,1
645,0
646,1
647,1
648,0
649,1
650,1
651,1
652,1
653,1
654,0
655,2
656,0
657,1
658,1
659,1
660,1
661,0
662,1
663,0
665,1
666,0
667,0
668,0
669,0
670,1
671,1
672,0
673,1
675,1
676,0
677,0
678,1
679,0
680,0
681,1
682,1
683,0
684,1
685,1
686,0
687,1
688,0
689,2
690,0
691,1
692,1
693,0
694,0
695,1
696,1
697,1
700,1
701,1
702,1
703,2
704,0
705,1
707,0
708,0
709,0
710,0
711,0
712,2
713,0
714,1
715,2
716,1
717,0
718,2
719,0
720,2
722,0
723,1
724,0
725,1
726,1
727,1
728,1
729,1
730,1
731,0
732,0
733,0
735,1
736,1
737,0
738,0
739,0
740,1
741,1
742,1
743,1
744,1
746,0
747,0
748,1
749,0
750,1
751,0
752,0
753,1
754,0
755,0
756,0
757,0
758,2
759,1
760,0
761,1
762,0
763,2
764,1
765,1
766,0
767,1
768,0
769,0
770,2
773,1
774,2
775,0
776,2
777,0
778,0
779,1
780,1
781,0
783,2
784,0
785,0
787,1
788,0
789,0
790,1
791,2
792,1
793,1
794,1
795,1
796,1
797,0
798,0
799,1
800,0
801,0
802,1
803,1
804,0
805,0
806,0
807,1
808,0
809,2
810,2
811,2
812,1
813,2
814,1
815,1
816,1
817,1
818,2
819,2
820,1
821,2
822,1
823,1
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,0
833,2
834,1
835,0
836,0
837,0
838,0
839,1
840,1
841,1
842,1
843,2
844,0
845,0
846,0
847,2
848,0
849,1
850,1
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,1
861,0
862,2
863,1
864,0
865,0
866,1
867,1
868,0
869,1
870,0
871,1
872,1
873,1
874,1
875,1
876,0
877,0
878,1
879,0
880,1
881,0
882,1
883,1
884,0
885,0
887,0
888,0
890,0
891,0
892,1
893,1
894,1
896,0
897,1
899,0
900,1
901,0
902,1
903,1
904,0
905,0
906,0
907,2
908,0
909,0
910,0
911,2
912,0
913,1
914,0
915,0
916,1
917,2
918,1
919,0
921,2
922,1
923,1
924,0
925,0
926,0
928,1
929,2
930,1
931,1
932,0
933,0
934,1
935,2
936,1
937,0
938,1
939,1
940,0
941,1
942,1
943,2
945,0
947,1
948,1
949,1
950,2
951,0
952,0
953,2
954,0
955,2
956,1
957,1
958,0
959,2
960,1
961,0
962,0
963,1
965,0
968,1
969,1
970,1
971,1
972,1
973,1
974,2
975,1
977,1
978,0
979,1
980,0
981,0
982,0
983,1
984,2
985,0
986,0
987,0
988,1
989,0
990,0
991,1
992,1
993,0
994,1
995,1
996,0
997,1
998,0
999,0
1000,1
1002,0
1003,0
1004,0
1005,0
1006,1
1007,1
1008,1
1009,1
1010,1
1011,0
1012,0
1013,1
1014,1
1015,0
1016,0
1017,2
1018,0
1019,0
1020,2
1021,0
1022,1
1023,1
1025,2
1026,2
1027,2
1028,1
1029,0
1030,1
1031,0
1032,1
1033,1
1034,1
1035,2
1036,0
1037,1
1038,0
1039,0
1040,0
1041,0
1042,1
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1050,0
1051,0
1052,0
1053,1
1055,0
1056,1
1057,1
1058,0
1059,0
1060,2
1061,0
1062,0
1063,2
1064,0
1065,0
1066,0
1067,0
1068,2
1069,1
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1082,1
1083,0
1084,0
1085,0
1086,1
1087,1
1088,0
1089,0
1091,0
1092,1
1093,0
1094,0
1095,1
1097,1
1098,2
1099,1
1100,0
1102,1
1103,1
1104,0
1105,0
1107,1
1108,0
1110,1
1112,0
1113,0
1114,2
1115,1
1116,0
1117,1
1118,2
1119,0
1120,0
1121,1
1122,1
1123,1
1124,0
1125,1
1126,1
1127,0
1128,0
1129,2
1130,2
1132,0
1133,0
1135,0
1136,0
1137,2
1138,1
1139,1
1140,1
1141,1
1142,1
1143,0
1144,2
1146,1
1147,0
1148,1
1149,0
1150,1
1151,0
1153,2
1154,0
1155,2
1156,1
1157,0
1158,2
1159,0
1160,1
1161,0
1162,1
1163,0
1164,0
1165,1
1166,2
1168,0
1169,1
1170,0
1171,1
1172,0
1173,0
1174,0
1176,1
1177,0
1178,1
1179,0
1180,0
1182,0
1183,2
1184,0
1185,1
1186,1
1187,0
1189,0
1190,1
1191,0
1192,0
1193,0
1194,1
1195,0
1196,1
1197,1
1198,0
1199,0
1200,2
1201,0
1202,0
1203,0
1204,1
1205,1
1206,1
1207,0
1208,0
1209,2
1210,0
1211,0
1212,0
1213,1
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1220,0
1221,2
1222,1
1223,2
1224,0
1226,1
1227,1
1228,0
1229,0
1230,1
1232,2
1234,2
1235,0
1236,2
1237,0
1238,1
1240,0
1241,1
1242,0
1243,0
1244,0
1245,1
1246,2
1247,0
1248,0
1249,1
1250,1
1251,0
1252,0
1253,1
1254,0
1255,1
1256,0
1257,1
1258,0
1259,2
1260,0
1261,0
1262,1
1263,1
1264,1
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,0
1273,1
1274,1
1275,1
1276,1
1278,0
1279,0
1280,0
1281,0
1282,1
1284,1
1285,1
1286,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,1
1294,0
1295,0
1296,0
1297,1
1298,2
1299,1
1300,0
1301,2
1302,1
1303,0
1304,0
1305,1
1306,1
1307,1
1308,1
1309,0
1310,0
1311,0
1312,1
1313,0
1314,1
1315,1
1316,0
1317,1
1318,1
1319,0
1320,1
1321,0
1322,1
1323,0
1324,0
1325,0
1326,0
1327,2
1328,0
1329,0
1330,1
