10354,1
2053,0
12160,0
13458,0
12504,0
9554,0
15756,0
36,1
13981,0
7062,1
10336,1
10453,0
3342,1
15350,0
13916,1
13800,1
170,1
16143,0
14471,0
13313,0
7578,1
1746,0
4478,0
13896,1
12761,1
16843,1
6564,0
14792,1
598,0
11710,1
9488,1
15398,0
14249,0
7982,0
4279,1
4276,0
13997,2
6438,0
6924,1
16191,1
5181,1
9341,1
14056,0
5787,1
1299,1
2581,1
1417,2
14826,0
10914,2
15462,0
5574,0
10085,1
7679,0
3706,2
17051,1
3035,0
7791,1
1812,0
13765,0
5165,0
5128,0
9575,0
11314,1
15186,1
2306,0
8621,0
1960,0
4564,0
1114,2
7792,0
5564,1
11260,1
4758,1
11188,0
4469,0
12087,0
6389,0
15876,1
3989,0
13036,0
12896,1
22,1
187,0
13243,0
15245,0
15405,1
6403,0
971,1
7847,1
17023,1
7386,2
5131,0
9390,0
12740,1
14280,0
7794,1
6683,2
5437,0
6710,2
9675,0
11931,1
6411,1
10585,0
3167,1
4434,0
9285,1
14901,1
11349,0
3612,1
11184,0
9933,2
11387,1
11425,0
256,0
11279,1
634,0
15534,1
1282,1
5075,1
843,2
8551,0
9399,2
12886,1
2906,1
14397,2
13062,1
14339,0
10246,1
1329,0
13737,1
6168,0
5041,1
4402,0
6588,1
1512,1
249,1
4729,0
14445,1
5182,0
4254,1
11198,1
16637,1
16774,2
8724,1
11512,1
14572,0
15108,1
2300,0
10568,2
8206,2
5072,1
16897,0
13471,0
10346,0
4787,1
7034,2
16546,1
3988,1
9621,1
16795,2
11493,0
4055,0
2272,0
8220,0
15847,0
7789,2
14330,0
12033,1
5519,0
15461,0
8791,2
15830,0
6943,0
10120,0
1344,0
15548,1
3015,1
2869,1
1171,1
7385,0
4442,0
14097,0
11189,0
16879,0
5905,0
14443,0
5747,1
1170,0
10488,1
11890,1
5256,1
13140,0
6308,1
4654,1
7759,1
13178,0
7577,0
11482,0
2525,0
8707,1
6842,1
5638,0
12731,1
5684,0
586,1
5154,0
4835,1
15893,0
17125,0
6285,1
10497,0
1622,0
9630,1
1365,1
1909,1
10509,1
11085,0
9800,0
10377,1
9831,0
10842,2
10562,2
5508,0
2839,1
8433,0
4658,1
16582,0
5634,0
4824,0
7083,0
13705,1
16288,0
8788,0
11315,0
12784,1
9994,0
6173,1
11273,0
9171,0
9956,0
11686,0
14111,2
13369,0
4530,1
16812,0
16,1
1038,0
5604,0
6229,1
12405,2
14298,1
2835,1
12057,0
15660,1
9281,0
6179,0
4999,0
5330,0
1810,0
4713,1
10054,0
11873,0
16344,1
8997,0
9957,1
12912,1
2471,1
2686,0
7041,0
7025,2
13195,0
16292,1
6880,0
2710,2
10192,1
5052,0
12890,2
15003,0
8346,0
2113,1
12022,0
7681,0
12255,1
11120,0
11244,0
11077,1
2325,0
16043,0
14631,0
421,0
16062,0
12846,0
4842,0
917,2
13628,1
12261,1
5441,1
15225,1
15974,1
6984,1
9209,0
1514,1
16926,0
16353,0
2397,1
7124,0
1180,0
494,1
544,0
7268,1
8588,2
1612,2
2758,0
13822,0
5699,2
7676,1
863,1
2575,1
16350,1
16387,0
6631,1
290,0
9293,1
6283,1
2309,1
14049,1
954,0
6574,0
7549,0
922,1
16531,0
740,1
7628,2
5504,0
4251,0
1880,1
3336,0
10181,2
9838,1
7888,0
1689,1
669,0
6985,0
7281,1
7438,0
14549,2
9453,0
9365,1
7346,0
12527,0
12863,1
13878,0
16657,0
7543,1
12275,0
5087,1
12146,0
8228,0
6895,0
9758,1
912,0
356,1
14340,1
14813,0
6027,1
1981,1
14302,1
4612,1
4826,1
13804,2
15489,0
17096,1
14718,1
7546,1
14783,1
13061,0
10257,1
15868,1
9976,0
703,2
12736,0
4085,0
6973,0
15263,0
6535,0
12813,2
6868,0
14414,2
7799,0
6715,0
3833,0
3839,1
4604,1
2307,0
11753,1
3345,1
13485,0
614,0
2454,0
10688,1
15730,1
2893,0
4831,1
11969,1
13727,1
7409,0
8439,1
14658,0
13547,1
12365,0
6141,1
2116,1
14940,1
12220,1
10563,1
10387,1
9667,0
16570,2
16141,0
6749,0
8516,1
7842,0
7881,1
5281,0
2424,2
1348,1
2190,1
8975,1
7647,2
9013,1
14521,1
13976,1
15721,0
9514,1
12821,2
38,1
2335,0
11227,0
11546,0
4551,0
10549,1
8045,2
13656,2
880,1
15495,0
15773,1
6396,0
14404,1
9657,1
3243,0
10447,1
10607,0
11860,1
12828,0
3854,1
375,0
15309,0
6096,0
3524,0
13688,0
5394,0
9043,1
5126,1
15316,1
6787,0
14515,2
7450,1
313,2
5602,1
14126,1
1601,0
5156,0
16176,0
16764,2
247,0
15713,1
13598,0
16116,1
9428,2
2290,0
5342,0
2006,0
11508,1
4782,1
5095,1
7970,0
10079,2
9695,0
5130,1
10011,1
2643,1
6926,0
16309,0
2293,1
5565,1
8128,1
5562,0
3317,0
150,0
12706,1
2215,1
566,1
7743,0
5497,1
11527,1
8208,0
13398,0
1970,1
12455,2
9058,0
7926,1
1092,1
7952,1
11758,0
10047,1
6003,1
7173,1
6142,1
1316,0
1671,2
8362,0
14078,1
11778,1
